method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,1,0.7727349067667649,,0.6954131471199145,,0.07634348511695861,,2.4015069782733915,,780.2890627384186,,3,0.07634348511695861,,0.07337170958518982,,0.002971775531768799,
