method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time,local_epochs,mean_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,mean_aggregation_time
sgcn,1,0,0.7660974488907033,0.6703206422919529,0.7645151794290361,0.6701606092881397,1.8193425703048707,0.17573992848396303,2.430749899148941,1638.7843325138092,3,0.17573992848396303,0.17258796334266663,0.0031519651412963865
