method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,1,0.7660974488907033,,0.6703206422919529,,0.17573992848396303,,2.430749899148941,,1638.7843325138092,,3,0.17573992848396303,,0.17258796334266663,,0.0031519651412963865,
