method,run_id,seed,epoch,train_loss,val_auc,test_auc,train_sampling_time,train_epoch_time,eval_time
sgcn,1,0,1,0.719919216632843,,,0.5153000354766846,1.2901809215545654,
sgcn,1,0,2,0.65140620470047,,,0.5156164169311523,1.0882010459899902,
sgcn,1,0,3,0.5869691371917725,,,0.5067389011383057,1.0737438201904297,
sgcn,1,0,4,0.5228275775909423,,,0.5120584964752197,1.0855190753936768,
sgcn,1,0,5,0.4684779942035675,0.3948348605718142,0.4402658433559212,0.513160228729248,1.0930285453796387,2.561424970626831
sgcn,1,0,6,0.4318727195262909,,,0.5312089920043945,1.1648597717285156,
sgcn,1,0,7,0.40221691131591797,,,0.5059530735015869,1.0698435306549072,
sgcn,1,0,8,0.3782248556613922,,,0.500878095626831,1.0619640350341797,
sgcn,1,0,9,0.35716071128845217,,,0.5185689926147461,1.100111961364746,
sgcn,1,0,10,0.3431821584701538,0.43382989177651954,0.45508555416321406,0.5223386287689209,1.097895622253418,2.4824328422546387
sgcn,1,0,11,0.33510580062866213,,,0.5212600231170654,1.1441857814788818,
sgcn,1,0,12,0.3441510319709778,,,0.5334920883178711,1.101318597793579,
sgcn,1,0,13,0.3382171392440796,,,0.5251972675323486,1.0996513366699219,
sgcn,1,0,14,0.3385770618915558,,,0.5169751644134521,1.0924203395843506,
sgcn,1,0,15,0.34433676600456237,0.49334285334852207,0.4904972029320841,0.5189220905303955,1.0852370262145996,2.3582558631896973
sgcn,1,0,16,0.35649857521057127,,,0.5341417789459229,1.1778662204742432,
sgcn,1,0,17,0.3338125109672546,,,0.5197029113769531,1.0861716270446777,
sgcn,1,0,18,0.33671796321868896,,,0.5221514701843262,1.0982873439788818,
sgcn,1,0,19,0.33131128549575806,,,0.53629469871521,1.1277475357055664,
sgcn,1,0,20,0.34025202989578246,0.5231291052485872,0.5156894183945557,0.5233678817749023,1.1077980995178223,2.3708131313323975
sgcn,1,0,21,0.36758792996406553,,,0.5316083431243896,1.178581953048706,
sgcn,1,0,22,0.3502608060836792,,,0.5193891525268555,1.0923304557800293,
sgcn,1,0,23,0.34431869983673097,,,0.5244760513305664,1.1109592914581299,
sgcn,1,0,24,0.34206425547599795,,,0.5193037986755371,1.1032888889312744,
