method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time,local_epochs,mean_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,mean_aggregation_time
sgcn,1,0,0.7815625217333683,0.7035796958953303,0.7815625217333683,0.7035796958953303,3.2708551406860353,0.2561639583110809,2.719909077882767,1831.5647909641266,3,0.2561639583110809,0.2527611005306244,0.003402857780456543
