method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,1,0.7815625217333683,,0.7035796958953303,,0.2561639583110809,,2.719909077882767,,1831.5647909641266,,3,0.2561639583110809,,0.2527611005306244,,0.003402857780456543,
