method,run_id,seed,epoch,train_loss,val_auc,test_auc,train_sampling_time,train_epoch_time,eval_time,local_epochs,max_subgraph_pipeline_time,aggregation_time,sgcn_epoch_time_max,subgraph_sampling_times,subgraph_train_times,subgraph_eval_times,subgraph_total_times
sgcn,1,0,1,0.5907153524458408,,,0.5426595211029053,0.28312110900878906,,3,0.27483415603637695,0.00828695297241211,0.28312110900878906,"[0.08951854705810547, 0.016022443771362305, 0.013765811920166016, 0.013747215270996094, 0.01373744010925293, 0.015766382217407227, 0.013730764389038086, 0.013741493225097656, 0.013837099075317383, 0.013727426528930664, 0.015901565551757812, 0.013896942138671875, 0.015942096710205078, 0.015880823135375977, 0.015806198120117188, 0.01589369773864746, 0.013790130615234375, 0.013854742050170898, 0.015862226486206055, 0.013843536376953125, 0.013834714889526367, 0.013820409774780273, 0.015858888626098633, 0.01384735107421875, 0.01591038703918457, 0.013825178146362305, 0.015893936157226562, 0.013864517211914062, 0.016030311584472656, 0.01383066177368164, 0.013841629028320312, 0.013834953308105469]","[0.1714327335357666, 0.02887439727783203, 0.029053211212158203, 0.028547048568725586, 0.030188322067260742, 0.027280330657958984, 0.028486251831054688, 0.027747154235839844, 0.026836872100830078, 0.03032541275024414, 0.02768111228942871, 0.03006601333618164, 0.030771493911743164, 0.030331850051879883, 0.03195071220397949, 0.0269930362701416, 0.02689528465270996, 0.03174710273742676, 0.02793407440185547, 0.028742074966430664, 0.031852006912231445, 0.031078815460205078, 0.029745817184448242, 0.030682086944580078, 0.032903432846069336, 0.031095266342163086, 0.029758691787719727, 0.030787229537963867, 0.03426337242126465, 0.03484797477722168, 0.03479504585266113, 0.031848907470703125]","[0.013882875442504883, 0.013940811157226562, 0.013834476470947266, 0.013726949691772461, 0.014185428619384766, 0.013377904891967773, 0.01371145248413086, 0.013623237609863281, 0.013284921646118164, 0.014231204986572266, 0.013651371002197266, 0.014078140258789062, 0.014244794845581055, 0.014254570007324219, 0.01454019546508789, 0.013369560241699219, 0.013263940811157227, 0.014329195022583008, 0.01354217529296875, 0.013757944107055664, 0.014425039291381836, 0.014356136322021484, 0.01408839225769043, 0.014232397079467773, 0.01485896110534668, 0.01435089111328125, 0.013929367065429688, 0.014248847961425781, 0.014597892761230469, 0.014477729797363281, 0.014679908752441406, 0.014475822448730469]","[0.27483415603637695, 0.0588376522064209, 0.056653499603271484, 0.05602121353149414, 0.05811119079589844, 0.056424617767333984, 0.05592846870422363, 0.05511188507080078, 0.053958892822265625, 0.05828404426574707, 0.05723404884338379, 0.05804109573364258, 0.0609583854675293, 0.06046724319458008, 0.06229710578918457, 0.05625629425048828, 0.05394935607910156, 0.059931039810180664, 0.05733847618103027, 0.05634355545043945, 0.06011176109313965, 0.059255361557006836, 0.059693098068237305, 0.0587618350982666, 0.06367278099060059, 0.05927133560180664, 0.05958199501037598, 0.05890059471130371, 0.06489157676696777, 0.0631563663482666, 0.06331658363342285, 0.06015968322753906]"
sgcn,1,0,2,0.4503041720017791,,,0.4567549228668213,0.06620502471923828,,3,0.06316852569580078,0.0030364990234375,0.06620502471923828,"[0.013576507568359375, 0.013843536376953125, 0.01411294937133789, 0.014033317565917969, 0.013772010803222656, 0.01395726203918457, 0.01391744613647461, 0.014194726943969727, 0.01582050323486328, 0.01389932632446289, 0.013765573501586914, 0.013895750045776367, 0.013913631439208984, 0.01593923568725586, 0.013932466506958008, 0.013895273208618164, 0.015914440155029297, 0.0159451961517334, 0.013879537582397461, 0.016047000885009766, 0.013869285583496094, 0.0161740779876709, 0.013864994049072266, 0.01398015022277832, 0.013854503631591797, 0.013809442520141602, 0.013860225677490234, 0.013836860656738281, 0.01382899284362793, 0.013794660568237305, 0.013829708099365234, 0.013796329498291016]","[0.029380321502685547, 0.028776884078979492, 0.030155181884765625, 0.029631853103637695, 0.02880716323852539, 0.030260562896728516, 0.027950286865234375, 0.030864238739013672, 0.029112815856933594, 0.028032302856445312, 0.027344942092895508, 0.028815507888793945, 0.030373573303222656, 0.029169321060180664, 0.029106616973876953, 0.03081202507019043, 0.032529354095458984, 0.031972646713256836, 0.031754255294799805, 0.03113722801208496, 0.033478498458862305, 0.030515670776367188, 0.02844548225402832, 0.03056049346923828, 0.030066967010498047, 0.02997112274169922, 0.033097028732299805, 0.027871131896972656, 0.027558565139770508, 0.02717733383178711, 0.030191421508789062, 0.02993464469909668]","[0.01403665542602539, 0.014737129211425781, 0.014219045639038086, 0.014039754867553711, 0.013908147811889648, 0.014128446578979492, 0.013636112213134766, 0.014216899871826172, 0.013840675354003906, 0.013604879379272461, 0.013377666473388672, 0.013824462890625, 0.01420140266418457, 0.01388239860534668, 0.013763904571533203, 0.014154195785522461, 0.0147247314453125, 0.014465093612670898, 0.014493465423583984, 0.014447212219238281, 0.014827251434326172, 0.014134407043457031, 0.013712644577026367, 0.014266490936279297, 0.013987541198730469, 0.014023780822753906, 0.014780521392822266, 0.013566255569458008, 0.01328587532043457, 0.01336979866027832, 0.014145135879516602, 0.013983964920043945]","[0.05699348449707031, 0.0573575496673584, 0.0584871768951416, 0.057704925537109375, 0.056487321853637695, 0.05834627151489258, 0.05550384521484375, 0.05927586555480957, 0.05877399444580078, 0.055536508560180664, 0.054488182067871094, 0.05653572082519531, 0.05848860740661621, 0.0589909553527832, 0.056802988052368164, 0.058861494064331055, 0.06316852569580078, 0.06238293647766113, 0.06012725830078125, 0.06163144111633301, 0.06217503547668457, 0.06082415580749512, 0.05602312088012695, 0.0588071346282959, 0.05790901184082031, 0.05780434608459473, 0.061737775802612305, 0.055274248123168945, 0.05467343330383301, 0.054341793060302734, 0.0581662654876709, 0.05771493911743164]"
sgcn,1,0,3,0.38858537189662457,,,0.4461648464202881,0.06534099578857422,,3,0.06233024597167969,0.0030107498168945312,0.06534099578857422,"[0.013589620590209961, 0.01378774642944336, 0.013766050338745117, 0.013769388198852539, 0.013762712478637695, 0.01376032829284668, 0.013756513595581055, 0.013626337051391602, 0.013733625411987305, 0.01371908187866211, 0.013695716857910156, 0.013870954513549805, 0.0136871337890625, 0.014002561569213867, 0.013781309127807617, 0.013877153396606445, 0.013803482055664062, 0.015847206115722656, 0.013819217681884766, 0.013924360275268555, 0.013899803161621094, 0.015911340713500977, 0.0138397216796875, 0.013825416564941406, 0.014275550842285156, 0.013801097869873047, 0.013871192932128906, 0.013803958892822266, 0.013799190521240234, 0.013838768005371094, 0.013827085494995117, 0.013891220092773438]","[0.029432296752929688, 0.029375553131103516, 0.026712656021118164, 0.028687715530395508, 0.028842449188232422, 0.029114484786987305, 0.029533863067626953, 0.03014993667602539, 0.02906346321105957, 0.029398679733276367, 0.027570247650146484, 0.03046417236328125, 0.02918863296508789, 0.027981281280517578, 0.02980327606201172, 0.02991509437561035, 0.03080463409423828, 0.02847886085510254, 0.027857065200805664, 0.0279691219329834, 0.033295392990112305, 0.031084537506103516, 0.03001093864440918, 0.03106689453125, 0.0313870906829834, 0.033562660217285156, 0.03316640853881836, 0.028952360153198242, 0.030662059783935547, 0.03296709060668945, 0.028368234634399414, 0.03194069862365723]","[0.013913393020629883, 0.013846158981323242, 0.013176441192626953, 0.013733386993408203, 0.01386260986328125, 0.013937234878540039, 0.014008760452270508, 0.014080524444580078, 0.013855695724487305, 0.013839483261108398, 0.013475179672241211, 0.014209747314453125, 0.014356851577758789, 0.013557910919189453, 0.013973712921142578, 0.014026403427124023, 0.014358758926391602, 0.013535022735595703, 0.013447761535644531, 0.013576745986938477, 0.01475381851196289, 0.014297962188720703, 0.014195680618286133, 0.014438629150390625, 0.014434337615966797, 0.014966487884521484, 0.014966964721679688, 0.013731956481933594, 0.014296770095825195, 0.014844179153442383, 0.01365518569946289, 0.01462554931640625]","[0.05693531036376953, 0.05700945854187012, 0.053655147552490234, 0.05619049072265625, 0.05646777153015137, 0.05681204795837402, 0.057299137115478516, 0.05785679817199707, 0.05665278434753418, 0.056957244873046875, 0.05474114418029785, 0.05854487419128418, 0.05723261833190918, 0.0555417537689209, 0.057558298110961914, 0.05781865119934082, 0.058966875076293945, 0.0578610897064209, 0.05512404441833496, 0.05547022819519043, 0.06194901466369629, 0.061293840408325195, 0.05804634094238281, 0.05933094024658203, 0.06009697914123535, 0.06233024597167969, 0.06200456619262695, 0.0564882755279541, 0.05875802040100098, 0.06165003776550293, 0.05585050582885742, 0.060457468032836914]"
sgcn,1,0,4,0.3684688126668334,,,0.4480149745941162,0.0655820369720459,,3,0.06266283988952637,0.0029191970825195312,0.0655820369720459,"[0.01366281509399414, 0.013864278793334961, 0.013798236846923828, 0.013728618621826172, 0.013896942138671875, 0.013745546340942383, 0.013602972030639648, 0.013733863830566406, 0.013837099075317383, 0.013762474060058594, 0.01354360580444336, 0.013722896575927734, 0.013746261596679688, 0.013752222061157227, 0.01372385025024414, 0.013907194137573242, 0.013869285583496094, 0.013945579528808594, 0.01591205596923828, 0.013830184936523438, 0.013886690139770508, 0.015921831130981445, 0.015906810760498047, 0.013867378234863281, 0.013859272003173828, 0.013891458511352539, 0.013816356658935547, 0.013835906982421875, 0.01390528678894043, 0.013877630233764648, 0.013829946517944336, 0.013830423355102539]","[0.028095245361328125, 0.02878117561340332, 0.029058456420898438, 0.027304887771606445, 0.029674291610717773, 0.027152538299560547, 0.027608633041381836, 0.031012773513793945, 0.02880716323852539, 0.02741241455078125, 0.02811455726623535, 0.02806377410888672, 0.02882218360900879, 0.029082059860229492, 0.031467437744140625, 0.028424739837646484, 0.03059554100036621, 0.03186535835266113, 0.027395963668823242, 0.027212142944335938, 0.0317072868347168, 0.03187704086303711, 0.030952930450439453, 0.02988743782043457, 0.03065943717956543, 0.031447410583496094, 0.03242921829223633, 0.03381466865539551, 0.02964019775390625, 0.03154587745666504, 0.031100749969482422, 0.030560731887817383]","[0.013675212860107422, 0.01368093490600586, 0.013843774795532227, 0.013462543487548828, 0.013903141021728516, 0.013539314270019531, 0.013514518737792969, 0.014441251754760742, 0.013756036758422852, 0.013457775115966797, 0.013774871826171875, 0.013692617416381836, 0.013877391815185547, 0.013902425765991211, 0.014337301254272461, 0.013813972473144531, 0.014144659042358398, 0.014287471771240234, 0.013425588607788086, 0.013264894485473633, 0.014391660690307617, 0.014465093612670898, 0.01456904411315918, 0.013986825942993164, 0.014196634292602539, 0.014500617980957031, 0.014665365219116211, 0.015012264251708984, 0.013948440551757812, 0.014402627944946289, 0.014389276504516602, 0.01424551010131836]","[0.05543327331542969, 0.05632638931274414, 0.05670046806335449, 0.054496049880981445, 0.057474374771118164, 0.05443739891052246, 0.05472612380981445, 0.059187889099121094, 0.056400299072265625, 0.05463266372680664, 0.055433034896850586, 0.05547928810119629, 0.05644583702087402, 0.05673670768737793, 0.05952858924865723, 0.05614590644836426, 0.0586094856262207, 0.06009840965270996, 0.05673360824584961, 0.05430722236633301, 0.05998563766479492, 0.06226396560668945, 0.06142878532409668, 0.057741641998291016, 0.0587153434753418, 0.059839487075805664, 0.060910940170288086, 0.06266283988952637, 0.05749392509460449, 0.05982613563537598, 0.05931997299194336, 0.05863666534423828]"
sgcn,1,0,5,0.36240523401647806,0.7049272674496783,0.6203008115330328,0.452392578125,0.06557536125183105,2.3494713306427,3,0.06262350082397461,0.0029518604278564453,0.06557536125183105,"[0.013500452041625977, 0.015856504440307617, 0.013826847076416016, 0.013751745223999023, 0.013867616653442383, 0.013724327087402344, 0.013775825500488281, 0.013715267181396484, 0.013730287551879883, 0.01591205596923828, 0.013677358627319336, 0.013823747634887695, 0.013684749603271484, 0.013858795166015625, 0.013627290725708008, 0.013849496841430664, 0.015891075134277344, 0.015904903411865234, 0.01585078239440918, 0.013866186141967773, 0.01381230354309082, 0.01409006118774414, 0.013854742050170898, 0.013821125030517578, 0.01385641098022461, 0.013814926147460938, 0.013818740844726562, 0.013790607452392578, 0.014295578002929688, 0.013898849487304688, 0.013847589492797852, 0.013796329498291016]","[0.025352001190185547, 0.0274960994720459, 0.029076814651489258, 0.029198408126831055, 0.02733588218688965, 0.02707839012145996, 0.02981710433959961, 0.029271841049194336, 0.0305325984954834, 0.029402732849121094, 0.02944350242614746, 0.028459548950195312, 0.028592348098754883, 0.02855396270751953, 0.02915644645690918, 0.0325014591217041, 0.030858755111694336, 0.030315160751342773, 0.027849197387695312, 0.030080080032348633, 0.029784679412841797, 0.029628753662109375, 0.033864498138427734, 0.0319676399230957, 0.02863287925720215, 0.03049182891845703, 0.02976083755493164, 0.02903580665588379, 0.03293967247009277, 0.031804800033569336, 0.030730009078979492, 0.028203725814819336]","[0.01307821273803711, 0.013515949249267578, 0.013938188552856445, 0.013888359069824219, 0.013393402099609375, 0.013334035873413086, 0.014000654220581055, 0.013827800750732422, 0.014209508895874023, 0.013865470886230469, 0.01406550407409668, 0.01378774642944336, 0.013645410537719727, 0.013700485229492188, 0.013757944107055664, 0.014668464660644531, 0.014253616333007812, 0.014153718948364258, 0.013487815856933594, 0.014009237289428711, 0.01414632797241211, 0.014053583145141602, 0.014904260635375977, 0.014554738998413086, 0.013675451278686523, 0.014176368713378906, 0.013943910598754883, 0.013791322708129883, 0.014622688293457031, 0.014469146728515625, 0.014316082000732422, 0.013602018356323242]","[0.05193066596984863, 0.056868553161621094, 0.05684185028076172, 0.0568385124206543, 0.054596900939941406, 0.05413675308227539, 0.057593584060668945, 0.05681490898132324, 0.058472394943237305, 0.059180259704589844, 0.05718636512756348, 0.05607104301452637, 0.055922508239746094, 0.056113243103027344, 0.05654168128967285, 0.0610194206237793, 0.06100344657897949, 0.060373783111572266, 0.057187795639038086, 0.05795550346374512, 0.05774331092834473, 0.05777239799499512, 0.06262350082397461, 0.06034350395202637, 0.05616474151611328, 0.058483123779296875, 0.057523488998413086, 0.05661773681640625, 0.06185793876647949, 0.06017279624938965, 0.058893680572509766, 0.055602073669433594]"
sgcn,1,0,6,0.3570442581549287,,,0.49555540084838867,0.11065483093261719,,3,0.10773420333862305,0.0029206275939941406,0.11065483093261719,"[0.0162200927734375, 0.05177664756774902, 0.013794183731079102, 0.013935565948486328, 0.013766288757324219, 0.013935327529907227, 0.015815258026123047, 0.01386880874633789, 0.013801097869873047, 0.01583409309387207, 0.013757944107055664, 0.013864994049072266, 0.01375269889831543, 0.016007184982299805, 0.013763666152954102, 0.015921592712402344, 0.013686418533325195, 0.01387166976928711, 0.015903711318969727, 0.015889883041381836, 0.014008283615112305, 0.013901948928833008, 0.013838768005371094, 0.013878583908081055, 0.013861894607543945, 0.013842105865478516, 0.013851165771484375, 0.013820409774780273, 0.013829708099365234, 0.013858556747436523, 0.013853311538696289, 0.013843536376953125]","[0.030033588409423828, 0.028197288513183594, 0.02749347686767578, 0.02943110466003418, 0.02716684341430664, 0.030124664306640625, 0.028499603271484375, 0.026575326919555664, 0.030704259872436523, 0.029898643493652344, 0.028718948364257812, 0.02787017822265625, 0.033908843994140625, 0.030525922775268555, 0.03255486488342285, 0.02967977523803711, 0.032511234283447266, 0.03075885772705078, 0.031129837036132812, 0.030313491821289062, 0.027430295944213867, 0.02775716781616211, 0.03013157844543457, 0.028594255447387695, 0.03151392936706543, 0.028038740158081055, 0.03401994705200195, 0.028310775756835938, 0.03315901756286621, 0.031676292419433594, 0.030103206634521484, 0.02919316291809082]","[0.06148052215576172, 0.013784646987915039, 0.013387203216552734, 0.01398158073425293, 0.013402223587036133, 0.014207124710083008, 0.013839244842529297, 0.013147830963134766, 0.01419377326965332, 0.013974905014038086, 0.013776302337646484, 0.01347041130065918, 0.015250682830810547, 0.0151214599609375, 0.01459813117980957, 0.013936042785644531, 0.01430511474609375, 0.014391899108886719, 0.014290332794189453, 0.014248132705688477, 0.013454198837280273, 0.013503313064575195, 0.014045238494873047, 0.013813257217407227, 0.014397859573364258, 0.013579368591308594, 0.014602899551391602, 0.013641119003295898, 0.014974355697631836, 0.014538764953613281, 0.014154195785522461, 0.013799428939819336]","[0.10773420333862305, 0.09375858306884766, 0.05467486381530762, 0.05734825134277344, 0.05433535575866699, 0.05826711654663086, 0.05815410614013672, 0.05359196662902832, 0.05869913101196289, 0.0597076416015625, 0.05625319480895996, 0.055205583572387695, 0.0629122257232666, 0.06165456771850586, 0.06091666221618652, 0.059537410736083984, 0.06050276756286621, 0.05902242660522461, 0.06132388114929199, 0.060451507568359375, 0.054892778396606445, 0.05516242980957031, 0.05801558494567871, 0.05628609657287598, 0.05977368354797363, 0.055460214614868164, 0.06247401237487793, 0.05577230453491211, 0.06196308135986328, 0.0600736141204834, 0.058110713958740234, 0.05683612823486328]"
sgcn,1,0,7,0.35318819619715214,,,0.4631054401397705,0.0660545825958252,,3,0.06324386596679688,0.0028107166290283203,0.0660545825958252,"[0.013508319854736328, 0.01603388786315918, 0.013913154602050781, 0.015964984893798828, 0.01579594612121582, 0.013772010803222656, 0.013919830322265625, 0.01391458511352539, 0.013962507247924805, 0.013950824737548828, 0.015947818756103516, 0.013914346694946289, 0.013767242431640625, 0.01593637466430664, 0.015728235244750977, 0.013595819473266602, 0.015879392623901367, 0.013769865036010742, 0.01372981071472168, 0.0138702392578125, 0.013897895812988281, 0.013857841491699219, 0.013856887817382812, 0.01591038703918457, 0.013883829116821289, 0.01585698127746582, 0.013819456100463867, 0.013851404190063477, 0.013851642608642578, 0.013814687728881836, 0.015877485275268555, 0.013751745223999023]","[0.027356624603271484, 0.029015541076660156, 0.030756235122680664, 0.030618906021118164, 0.027395009994506836, 0.02765369415283203, 0.027287721633911133, 0.027705669403076172, 0.030507564544677734, 0.030368804931640625, 0.029358863830566406, 0.030422449111938477, 0.031325578689575195, 0.029898643493652344, 0.02770066261291504, 0.030937910079956055, 0.030251026153564453, 0.02900409698486328, 0.0295107364654541, 0.03136801719665527, 0.02875518798828125, 0.02681446075439453, 0.032158851623535156, 0.031142711639404297, 0.032935380935668945, 0.02813124656677246, 0.02944493293762207, 0.034705162048339844, 0.030286312103271484, 0.03241252899169922, 0.028273344039916992, 0.03330349922180176]","[0.013418197631835938, 0.013880491256713867, 0.014243841171264648, 0.014309406280517578, 0.013577938079833984, 0.01342010498046875, 0.013241291046142578, 0.013361692428588867, 0.014084577560424805, 0.014070987701416016, 0.013960123062133789, 0.014102697372436523, 0.014250516891479492, 0.014110565185546875, 0.013335943222045898, 0.014200210571289062, 0.014092445373535156, 0.01387643814086914, 0.01396489143371582, 0.014385700225830078, 0.013803243637084961, 0.013410568237304688, 0.014471054077148438, 0.014297008514404297, 0.014742851257324219, 0.013698101043701172, 0.013922929763793945, 0.014687299728393555, 0.014230728149414062, 0.014584541320800781, 0.013535022735595703, 0.014814376831054688]","[0.05428314208984375, 0.0589299201965332, 0.058913230895996094, 0.06089329719543457, 0.05676889419555664, 0.05484580993652344, 0.054448843002319336, 0.05498194694519043, 0.058554649353027344, 0.05839061737060547, 0.05926680564880371, 0.05843949317932129, 0.05934333801269531, 0.05994558334350586, 0.056764841079711914, 0.05873394012451172, 0.06022286415100098, 0.056650400161743164, 0.0572054386138916, 0.05962395668029785, 0.05645632743835449, 0.05408287048339844, 0.060486793518066406, 0.061350107192993164, 0.06156206130981445, 0.05768632888793945, 0.05718731880187988, 0.06324386596679688, 0.058368682861328125, 0.060811758041381836, 0.05768585205078125, 0.06186962127685547]"
sgcn,1,0,8,0.35001432709395885,,,0.4950144290924072,0.06686282157897949,,3,0.06417632102966309,0.0026865005493164062,0.06686282157897949,"[0.013695955276489258, 0.013947725296020508, 0.013892650604248047, 0.015836477279663086, 0.01580023765563965, 0.01579904556274414, 0.015810489654541016, 0.015816211700439453, 0.015787363052368164, 0.0158689022064209, 0.015761613845825195, 0.01573014259338379, 0.015824556350708008, 0.015764474868774414, 0.01573944091796875, 0.01576995849609375, 0.015788555145263672, 0.015765666961669922, 0.015790700912475586, 0.01577925682067871, 0.015996932983398438, 0.013605594635009766, 0.01575636863708496, 0.015755653381347656, 0.015774250030517578, 0.015763521194458008, 0.01574397087097168, 0.013592004776000977, 0.015794754028320312, 0.01570296287536621, 0.01580977439880371, 0.015749216079711914]","[0.026392459869384766, 0.028823375701904297, 0.027401447296142578, 0.0288083553314209, 0.02801346778869629, 0.02915501594543457, 0.028727054595947266, 0.02640843391418457, 0.03340315818786621, 0.028250694274902344, 0.028507471084594727, 0.027666330337524414, 0.027623653411865234, 0.029733896255493164, 0.029712677001953125, 0.027888059616088867, 0.03154420852661133, 0.02837061882019043, 0.030927419662475586, 0.029044151306152344, 0.03058481216430664, 0.027997732162475586, 0.03136277198791504, 0.03127026557922363, 0.03303837776184082, 0.03117084503173828, 0.029834508895874023, 0.029867172241210938, 0.031339168548583984, 0.02683281898498535, 0.02890777587890625, 0.031095504760742188]","[0.013404607772827148, 0.013865232467651367, 0.0135345458984375, 0.013878583908081055, 0.013598203659057617, 0.01381826400756836, 0.01377105712890625, 0.013077974319458008, 0.014985799789428711, 0.01361393928527832, 0.01373291015625, 0.013584375381469727, 0.013692855834960938, 0.013948202133178711, 0.014040470123291016, 0.013606071472167969, 0.014326810836791992, 0.013645410537719727, 0.014347553253173828, 0.013797760009765625, 0.014165163040161133, 0.013513565063476562, 0.014261484146118164, 0.014313220977783203, 0.014682292938232422, 0.01442718505859375, 0.0139617919921875, 0.01410055160522461, 0.01430654525756836, 0.013234138488769531, 0.013786792755126953, 0.014345884323120117]","[0.05349302291870117, 0.05663633346557617, 0.054828643798828125, 0.05852341651916504, 0.057411909103393555, 0.05877232551574707, 0.05830860137939453, 0.05530261993408203, 0.06417632102966309, 0.05773353576660156, 0.05800199508666992, 0.05698084831237793, 0.05714106559753418, 0.05944657325744629, 0.05949258804321289, 0.057264089584350586, 0.06165957450866699, 0.05778169631958008, 0.061065673828125, 0.05862116813659668, 0.06074690818786621, 0.055116891860961914, 0.061380624771118164, 0.06133913993835449, 0.06349492073059082, 0.06136155128479004, 0.0595402717590332, 0.05755972862243652, 0.061440467834472656, 0.055769920349121094, 0.058504343032836914, 0.06119060516357422]"
sgcn,1,0,9,0.34676702320575714,,,0.4635653495788574,0.0664970874786377,,3,0.06375980377197266,0.002737283706665039,0.0664970874786377,"[0.013594865798950195, 0.013944625854492188, 0.01384735107421875, 0.014055252075195312, 0.013933897018432617, 0.016283750534057617, 0.014470577239990234, 0.014160871505737305, 0.013862848281860352, 0.013889074325561523, 0.015941858291625977, 0.015902042388916016, 0.013763427734375, 0.013686656951904297, 0.013727664947509766, 0.013848304748535156, 0.01600170135498047, 0.013907670974731445, 0.015914201736450195, 0.013803243637084961, 0.013909578323364258, 0.01385951042175293, 0.01601433753967285, 0.013988494873046875, 0.013849258422851562, 0.013831377029418945, 0.015859127044677734, 0.013821125030517578, 0.013837337493896484, 0.013808727264404297, 0.016400575637817383, 0.01584601402282715]","[0.029642343521118164, 0.029177188873291016, 0.03045487403869629, 0.02945113182067871, 0.029972314834594727, 0.028902769088745117, 0.028524160385131836, 0.029589176177978516, 0.028691768646240234, 0.031133651733398438, 0.030602455139160156, 0.027696609497070312, 0.028954267501831055, 0.02825188636779785, 0.02931380271911621, 0.034348249435424805, 0.027973175048828125, 0.03321051597595215, 0.02961421012878418, 0.026885271072387695, 0.029039382934570312, 0.031920433044433594, 0.03224039077758789, 0.027373313903808594, 0.03287863731384277, 0.030964136123657227, 0.030603408813476562, 0.03000044822692871, 0.029214859008789062, 0.032025814056396484, 0.032805681228637695, 0.029032230377197266]","[0.014049530029296875, 0.013975143432617188, 0.014223814010620117, 0.013980388641357422, 0.014195442199707031, 0.013912439346313477, 0.01378774642944336, 0.013830900192260742, 0.013514518737792969, 0.014310359954833984, 0.014274358749389648, 0.013397455215454102, 0.013871908187866211, 0.013631582260131836, 0.013940811157226562, 0.014619112014770508, 0.013542413711547852, 0.014821529388427734, 0.013831853866577148, 0.013292789459228516, 0.01375722885131836, 0.014611482620239258, 0.01465296745300293, 0.01343083381652832, 0.01482248306274414, 0.01412057876586914, 0.014294624328613281, 0.01403188705444336, 0.013918399810791016, 0.014468669891357422, 0.014553546905517578, 0.013752937316894531]","[0.057286739349365234, 0.05709695816040039, 0.058526039123535156, 0.057486772537231445, 0.058101654052734375, 0.05909895896911621, 0.05678248405456543, 0.05758094787597656, 0.056069135665893555, 0.059333086013793945, 0.06081867218017578, 0.05699610710144043, 0.056589603424072266, 0.055570125579833984, 0.05698227882385254, 0.06281566619873047, 0.057517290115356445, 0.06193971633911133, 0.05936026573181152, 0.05398130416870117, 0.05670619010925293, 0.06039142608642578, 0.06290769577026367, 0.05479264259338379, 0.06155037879943848, 0.05891609191894531, 0.06075716018676758, 0.05785346031188965, 0.05697059631347656, 0.0603032112121582, 0.06375980377197266, 0.058631181716918945]"
sgcn,1,0,10,0.3469173554331064,0.7432889018700538,0.6508710033610886,0.4505341053009033,0.06586503982543945,2.291625499725342,3,0.06288003921508789,0.0029850006103515625,0.06586503982543945,"[0.013701438903808594, 0.013931512832641602, 0.01378631591796875, 0.013801336288452148, 0.013765335083007812, 0.01371455192565918, 0.01373147964477539, 0.013813018798828125, 0.01576709747314453, 0.013769388198852539, 0.013740301132202148, 0.01373600959777832, 0.013730049133300781, 0.013890981674194336, 0.014181375503540039, 0.01590585708618164, 0.013824462890625, 0.013849496841430664, 0.013851642608642578, 0.015892982482910156, 0.013829231262207031, 0.013869285583496094, 0.01384878158569336, 0.015868425369262695, 0.013826370239257812, 0.013889789581298828, 0.013837814331054688, 0.013801097869873047, 0.013879776000976562, 0.01379084587097168, 0.01379704475402832, 0.013911008834838867]","[0.02884960174560547, 0.028816699981689453, 0.029034852981567383, 0.028825044631958008, 0.029657363891601562, 0.027680158615112305, 0.029020309448242188, 0.031184673309326172, 0.030164003372192383, 0.028070926666259766, 0.028194427490234375, 0.028741121292114258, 0.028342723846435547, 0.03002309799194336, 0.03078746795654297, 0.031000614166259766, 0.028048992156982422, 0.03081035614013672, 0.03159761428833008, 0.03194117546081543, 0.028853178024291992, 0.033887624740600586, 0.03140068054199219, 0.02869391441345215, 0.03400874137878418, 0.032557010650634766, 0.03390645980834961, 0.028668642044067383, 0.03259634971618652, 0.028667926788330078, 0.029847383499145508, 0.03333091735839844]","[0.013824462890625, 0.013858556747436523, 0.013889074325561523, 0.013683080673217773, 0.014125823974609375, 0.013445615768432617, 0.013953924179077148, 0.014429569244384766, 0.014202594757080078, 0.013578653335571289, 0.013806581497192383, 0.013809442520141602, 0.01370096206665039, 0.014129638671875, 0.014208078384399414, 0.014458894729614258, 0.0134429931640625, 0.014251470565795898, 0.014463186264038086, 0.014446496963500977, 0.013579845428466797, 0.01455545425415039, 0.014360427856445312, 0.013700485229492188, 0.015044927597045898, 0.014675140380859375, 0.014630317687988281, 0.013653278350830078, 0.014789342880249023, 0.013646602630615234, 0.013999700546264648, 0.014805316925048828]","[0.05637550354003906, 0.05660676956176758, 0.056710243225097656, 0.05630946159362793, 0.05754852294921875, 0.0548403263092041, 0.05670571327209473, 0.05942726135253906, 0.06013369560241699, 0.055418968200683594, 0.055741310119628906, 0.05628657341003418, 0.05577373504638672, 0.058043718338012695, 0.05917692184448242, 0.061365365982055664, 0.05531644821166992, 0.05891132354736328, 0.05991244316101074, 0.06228065490722656, 0.05626225471496582, 0.06231236457824707, 0.05960988998413086, 0.05826282501220703, 0.06288003921508789, 0.06112194061279297, 0.06237459182739258, 0.05612301826477051, 0.06126546859741211, 0.05610537528991699, 0.05764412879943848, 0.06204724311828613]"
