method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time,local_epochs,mean_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,mean_aggregation_time
sgcn,1,0,0.7735577983218022,0.6933422269442799,0.7621628343723724,0.679362288370082,0.4738796555995941,0.0777673077583313,2.294168305397034,771.6868395805359,3,0.0777673077583313,0.07483571648597717,0.002931591272354126
