method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,1,0.7735577983218022,,0.6933422269442799,,0.0777673077583313,,2.294168305397034,,771.6868395805359,,3,0.0777673077583313,,0.07483571648597717,,0.002931591272354126,
