method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,1,0.7772455569456665,,0.7031720664679219,,0.2345403265953064,,2.9787111580371857,,1700.2294070720673,,3,0.2345403265953064,,0.23111799836158753,,0.003422328233718872,
