method,n_runs,mean_best_val_auc,std_best_val_auc,mean_best_test_auc,std_best_test_auc,mean_train_epoch_time,std_train_epoch_time,mean_eval_time,std_eval_time,mean_total_run_time,std_total_run_time,local_epochs,mean_sgcn_epoch_time_max,std_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,std_max_subgraph_pipeline_time,mean_aggregation_time,std_aggregation_time
sgcn,3,0.777065544303325,0.0033623528534217585,0.7031024256809992,0.0023991629277221667,0.24500547528266906,0.01236042347411549,3.0422892391681677,0.013174900088672056,1763.7444149653118,86.70537443428512,3,0.24500547528266906,0.01236042347411549,0.24142755150794984,0.012365361230522218,0.003577923774719238,5.696225146911326e-06
