method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time,local_epochs,mean_sgcn_epoch_time_max,mean_max_subgraph_pipeline_time,mean_aggregation_time
sgcn,1,0,0.7789911793360729,0.7039078583769165,0.7777399605828803,0.7033192887876286,3.307518573999405,0.25923983216285706,3.034759885072708,1863.862125635147,3,0.25923983216285706,0.2556678342819214,0.003571997880935669
sgcn,2,1,0.7790223781362398,0.704995235717776,0.7757207654546356,0.7052533403682764,2.9602553915977476,0.23879238843917847,3.03460578918457,1714.0792136192322,3,0.23879238843917847,0.23520902991294862,0.0035833585262298583
sgcn,3,2,0.7731830754376622,0.700404182948305,0.769814538928647,0.7022337640747155,2.960773252248764,0.2369842052459717,3.057502043247223,1713.2919056415558,3,0.2369842052459717,0.23340579032897948,0.0035784149169921873
