method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time
graphsaint,1,0,0.7813930893336032,0.7258915622428578,0.7712329736742792,0.6756906970473464,0.910575932264328,3.0702439737319946,2.3344805002212525,909.8043987751007
graphsaint,2,1,0.7804583171733854,0.6916574359445936,0.771555869995555,0.6721595266456122,0.9225694131851196,3.08507994890213,2.3398965120315554,912.214554309845
graphsaint,3,2,0.7837186210704639,0.7079035136583245,0.777183872458122,0.6897595872711744,0.9335975456237793,3.094662071466446,2.3848951935768126,917.8980937004089
