method,run_id,seed,epoch,train_loss,val_auc,test_auc,train_sampling_time,train_epoch_time,eval_time
graphsaint,1,0,1,0.5055142751704498,,,0.9361717700958252,3.3761110305786133,
graphsaint,1,0,2,0.37034233836629804,,,0.9119377136230469,3.122298002243042,
graphsaint,1,0,3,0.3473113975165627,,,0.907273530960083,3.110185384750366,
graphsaint,1,0,4,0.33698619652499917,,,0.9407823085784912,3.113330364227295,
graphsaint,1,0,5,0.32858372574259126,0.7288737197141721,0.6505513461685785,0.9711027145385742,3.126180648803711,2.413405179977417
graphsaint,1,0,6,0.32498834767701207,,,0.9992833137512207,3.135200262069702,
graphsaint,1,0,7,0.32028487221704793,,,0.9885413646697998,3.1417882442474365,
graphsaint,1,0,8,0.31750061868612234,,,0.9817733764648438,3.117406129837036,
graphsaint,1,0,9,0.3145549955405374,,,0.9533195495605469,3.109158754348755,
graphsaint,1,0,10,0.31368582181278654,0.7476475444974343,0.6805303514109724,0.9619138240814209,3.1245245933532715,2.4086711406707764
graphsaint,1,0,11,0.30963441312555995,,,0.948819637298584,3.0976619720458984,
graphsaint,1,0,12,0.3082689327960986,,,0.9485111236572266,3.1207337379455566,
graphsaint,1,0,13,0.30743056936097113,,,1.0105693340301514,3.1753034591674805,
graphsaint,1,0,14,0.3049983103228342,,,0.9220268726348877,3.1128671169281006,
graphsaint,1,0,15,0.30263781381372035,0.7517804736034494,0.6917257155093116,0.9568822383880615,3.133435010910034,2.373734712600708
graphsaint,1,0,16,0.30148455070396407,,,0.9521923065185547,3.123483180999756,
graphsaint,1,0,17,0.3002621766055209,,,0.9610722064971924,3.1315906047821045,
graphsaint,1,0,18,0.2982245503187736,,,0.9033510684967041,3.119786262512207,
graphsaint,1,0,19,0.2991480646319448,,,0.965296745300293,3.107435941696167,
graphsaint,1,0,20,0.29600836116883694,0.7603182454366635,0.7013429103578179,0.9796254634857178,3.100390911102295,2.347628355026245
graphsaint,1,0,21,0.2977331496353926,,,0.9697859287261963,3.1216328144073486,
graphsaint,1,0,22,0.2948566527517391,,,0.9135429859161377,3.0620055198669434,
graphsaint,1,0,23,0.29300382219316584,,,0.9020898342132568,3.0803964138031006,
graphsaint,1,0,24,0.2926014006942491,,,0.9068925380706787,3.07513165473938,
graphsaint,1,0,25,0.2930750130664698,0.7558340225547574,0.686985813722692,0.9001748561859131,3.0997939109802246,2.4064457416534424
graphsaint,1,0,26,0.2919862750172216,,,0.9614672660827637,3.1585144996643066,
graphsaint,1,0,27,0.2898960045621365,,,0.9295098781585693,3.0429904460906982,
graphsaint,1,0,28,0.29001875659271187,,,0.9243471622467041,3.1003825664520264,
graphsaint,1,0,29,0.28940258925968365,,,0.964824914932251,3.0850327014923096,
graphsaint,1,0,30,0.28971856520891454,0.7587318712069129,0.681086378182093,0.8981518745422363,3.071763038635254,2.349071741104126
graphsaint,1,0,31,0.28794970790863605,,,0.9751400947570801,3.1072280406951904,
graphsaint,1,0,32,0.2891384801667574,,,0.9072260856628418,3.0624780654907227,
graphsaint,1,0,33,0.2877632982575018,,,0.9525132179260254,3.085517168045044,
graphsaint,1,0,34,0.2874064571295772,,,0.9647290706634521,3.1087446212768555,
graphsaint,1,0,35,0.28675978697301346,0.773135206869755,0.6966886782151102,0.9537668228149414,3.124793291091919,2.403590440750122
graphsaint,1,0,36,0.28514071496741383,,,0.9087212085723877,3.107882499694824,
graphsaint,1,0,37,0.2865894434092051,,,0.9873409271240234,3.1144487857818604,
graphsaint,1,0,38,0.28425359089136176,,,0.8916323184967041,3.0625548362731934,
graphsaint,1,0,39,0.28508562422102135,,,0.9815218448638916,3.1911237239837646,
graphsaint,1,0,40,0.28360985354186813,0.7756777935591944,0.7047567047239793,0.9552891254425049,3.120816469192505,2.3890326023101807
graphsaint,1,0,41,0.28359162786612374,,,1.0102739334106445,3.1694483757019043,
graphsaint,1,0,42,0.2845106891403135,,,0.9640257358551025,3.1370997428894043,
graphsaint,1,0,43,0.28468242729139404,,,0.9854815006256104,3.1382577419281006,
graphsaint,1,0,44,0.2839478849572623,,,0.9968361854553223,3.1176884174346924,
graphsaint,1,0,45,0.2836919954645437,0.7662086978974513,0.6926315601801832,0.9815413951873779,3.135382652282715,2.358823537826538
graphsaint,1,0,46,0.28294480402842015,,,0.943110466003418,3.1321358680725098,
graphsaint,1,0,47,0.28191482036202303,,,0.8972861766815186,3.111405611038208,
graphsaint,1,0,48,0.27948953966660417,,,0.953270673751831,3.1164889335632324,
graphsaint,1,0,49,0.2816718256621118,,,0.9405219554901123,3.0872976779937744,
graphsaint,1,0,50,0.28102675390209064,0.7779816692931796,0.7044569006617687,0.9097442626953125,3.100126266479492,2.3731777667999268
graphsaint,1,0,51,0.2817443639489352,,,0.9496042728424072,3.1607909202575684,
graphsaint,1,0,52,0.2811597364857806,,,0.9727797508239746,3.1512458324432373,
graphsaint,1,0,53,0.27977180240068455,,,0.934523344039917,3.078436851501465,
graphsaint,1,0,54,0.2794542867040074,,,0.9528124332427979,3.1063783168792725,
graphsaint,1,0,55,0.2799257315885102,0.7728248053583212,0.688099594205868,0.9690761566162109,3.0643975734710693,2.3235511779785156
graphsaint,1,0,56,0.27921451063066977,,,0.947028636932373,3.0606906414031982,
graphsaint,1,0,57,0.27979676173637935,,,0.9567155838012695,3.095856189727783,
graphsaint,1,0,58,0.27878406635735226,,,0.9229650497436523,3.054880142211914,
graphsaint,1,0,59,0.2781794954751081,,,0.9665713310241699,3.10697340965271,
graphsaint,1,0,60,0.2791954984321771,0.7660268061041301,0.7015458703586084,0.9719953536987305,3.1139957904815674,2.424407482147217
graphsaint,1,0,61,0.2801871601971801,,,0.9396781921386719,3.093111753463745,
graphsaint,1,0,62,0.2786504142543614,,,0.9324643611907959,3.055211067199707,
graphsaint,1,0,63,0.27694621312960704,,,0.8992390632629395,3.0773227214813232,
graphsaint,1,0,64,0.277408487704683,,,0.9190089702606201,3.0599427223205566,
graphsaint,1,0,65,0.27563784884583825,0.7813930893336032,0.7258915622428578,0.9628770351409912,3.112706422805786,2.383429765701294
graphsaint,1,0,66,0.27639070579311864,,,0.9375393390655518,3.0948598384857178,
graphsaint,1,0,67,0.2773679794596621,,,0.9767210483551025,3.109710931777954,
