method,run_id,seed,best_val_auc,best_test_auc,final_val_auc,final_test_auc,mean_train_sampling_time,mean_train_epoch_time,mean_eval_time,total_run_time
sage,1,0,0.8526429539271244,0.8100605194253306,0.8526429539271244,0.8100605194253306,0.8578830492496491,2.718398814201355,2.3466976165771483,855.7527210712433
sage,2,1,0.851376920013221,0.8044621017526244,0.8492713317486734,0.8051583944001194,0.8306911611557006,2.6877425503730774,2.2848329722881315,846.6890506744385
sage,3,2,0.8524616923197449,0.803614744514158,0.8480680806699358,0.8041544884110265,0.8145265018939972,2.687174290418625,2.285855311155319,852.073668718338
